INDEX,TITLE,PLAY_SECONDS,PLAY_TIME,DURATION,LAST_TIME,URL
138,Vue2.0-22.购物车案例 - 把全选状态传递给Footer子组件,306,5m6s,21h55m17s,37h54m19s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=138
139,Vue2.0-23.购物车案例 - 实现全选功能,404,6m44s,22h2m1s,37h47m35s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=139
140,Vue2.0-24.购物车案例 - 计算商品的总价格,536,8m56s,22h10m57s,37h38m39s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=140
141,Vue2.0-25.购物车案例 - 把购买数量传给counter组件,545,9m5s,22h20m2s,37h29m34s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=141
142,Vue2.0-26.购物车案例 - 准备要发送给App的数据,657,10m57s,22h30m59s,37h18m37s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=142
143,Vue2.0-27.购物车案例 - 实现数量值的修改,357,5m57s,22h36m56s,37h12m40s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=143
144,Vue2.0-28.购物车案例 - 动态计算已勾选商品的数量、实现数量的减法操作,342,5m42s,22h42m38s,37h6m58s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=144
145,Vue2.0-01.课程内容介绍,229,3m49s,22h46m27s,37h3m9s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=145
146,Vue2.0-02.动态组件 - 介绍component标签的基础用法,530,8m50s,22h55m17s,36h54m19s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=146
147,Vue2.0-03.动态组件 - 动态切换组件的展示与隐藏,241,4m1s,22h59m18s,36h50m18s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=147
148,Vue2.0-04.动态组件 - keep-alive的使用,972,16m12s,23h15m30s,36h34m6s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=148
149,Vue2.0-05.动态组件 - 学习keep-alive组件的include和exclude属性,370,6m10s,23h21m40s,36h27m56s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=149
150,Vue2.0-06.动态组件 - 了解组件注册名称和组件声明时name的区别,509,8m29s,23h30m9s,36h19m27s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=150
151,Vue2.0-07.插槽 - 了解插槽的基本用法,656,10m56s,23h41m5s,36h8m31s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=151
152,Vue2.0-08.插槽 - v-slot指令,578,9m38s,23h50m43s,35h58m53s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=152
153,Vue2.0-09.插槽 - v-slot的简写形式以及插槽的后备内容,273,4m33s,23h55m16s,35h54m20s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=153
154,Vue2.0-10.插槽 - 具名插槽的定义和使用,1076,17m56s,24h13m12s,35h36m24s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=154
155,Vue2.0-11.插槽 - 作用域插槽的基本用法,535,8m55s,24h22m7s,35h27m29s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=155
156,Vue2.0-12.插槽 - 作用域插槽的解构赋值,386,6m26s,24h28m33s,35h21m3s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=156
157,Vue2.0-13.插槽 - 基于slot插槽改造购物车案例 - 1,533,8m53s,24h37m26s,35h12m10s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=157
158,Vue2.0-14.插槽 - 基于slot插槽改造购物车案例 - 2,260,4m20s,24h41m46s,35h7m50s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=158
159,Vue2.0-15.插槽 - 基于slot插槽改造购物车案例 - 3,528,8m48s,24h50m34s,34h59m2s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=159
160,Vue2.0-16.自定义指令 - 私有自定义指令的基础用法,699,11m39s,25h2m13s,34h47m23s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=160
161,Vue2.0-17.自定义指令 - 使用binding.value获取指令绑定的值,375,6m15s,25h8m28s,34h41m8s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=161
162,Vue2.0-18.自定义指令 - update函数,377,6m17s,25h14m45s,34h34m51s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=162
163,Vue2.0-19.自定义指令 - 函数简写形式,174,2m54s,25h17m39s,34h31m57s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=163
164,Vue2.0-20.自定义指令 - 全局自定义指令,320,5m20s,25h22m59s,34h26m37s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=164
165,Vue2.0-21.关于main.js中的小提示,131,2m11s,25h25m10s,34h24m26s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=165
166,Vue2.0-22.eslint - 了解eslint的作用,334,5m34s,25h30m44s,34h18m52s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=166
167,Vue2.0-23.eslint - 了解.eslintrc.js配置文件中的rules规则,1022,17m2s,25h47m46s,34h1m50s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=167
168,Vue2.0-24.eslint - 初步了解ESLint的语法规则,488,8m8s,25h55m54s,33h53m42s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=168
169,Vue2.0-25.eslint - 了解常用的ESLint语法规则,1035,17m15s,26h13m9s,33h36m27s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=169
170,Vue2.0-26.eslint - 配置VSCode,604,10m4s,26h23m13s,33h26m23s,https://www.bilibili.com/video/BV1zq4y1p7ga/?p=170
