INDEX,TITLE,PLAY_SECONDS,PLAY_TIME,DURATION,LAST_TIME,URL
126,07-图片验证码的思路,1645,27m25s,28h17m50s,54h14m52s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=126
127,08-图片验证码,1180,19m40s,28h37m30s,53h55m12s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=127
128,09-上午回顾,361,6m1s,28h43m31s,53h49m11s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=128
129,10-读取容联云文档进行开发学习,906,15m6s,28h58m37s,53h34m5s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=129
130,11-测试发送短信,590,9m50s,29h8m27s,53h24m15s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=130
131,12-发送短信的思路分析,995,16m35s,29h25m2s,53h7m40s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=131
132,13-短信验证码的发送,1708,28m28s,29h53m30s,52h39m12s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=132
133,02-避免频繁发送短信,1611,26m51s,30h20m21s,52h12m21s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=133
134,03-管道技术--pipeline,950,15m50s,30h36m11s,51h56m31s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=134
135,04-生产者消费者设计模式,1386,23m6s,30h59m17s,51h33m25s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=135
136,05-Celery的伪代码说明,901,15m1s,31h14m18s,51h18m24s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=136
137,06-上午回顾,235,3m55s,31h18m13s,51h14m29s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=137
138,07-Celery实现短信异步发送,2405,40m5s,31h58m18s,50h34m24s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=138
139,08-Celery总结,472,7m52s,32h6m10s,50h26m32s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=139
140,09-登录的流程分析,665,11m5s,32h17m15s,50h15m27s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=140
141,10-登录的实现,1385,23m5s,32h40m20s,49h52m22s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=141
142,11-authenticate简单探究,413,6m53s,32h47m13s,49h45m29s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=142
143,12-多账号登录,586,9m46s,32h56m59s,49h35m43s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=143
144,13-首页用户信息的展示,531,8m51s,33h5m50s,49h26m52s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=144
145,14-退出功能,1301,21m41s,33h27m31s,49h5m11s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=145
146,15-用户未登录返回JSON数据,1015,16m55s,33h44m26s,48h48m16s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=146
147,16-总结,90,1m30s,33h45m56s,48h46m46s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=147
148,01.4-回顾,602,10m2s,33h55m58s,48h36m44s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=148
149,02-第三方登录的流程,430,7m10s,34h3m8s,48h29m34s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=149
150,03-第三方登录的步骤,934,15m34s,34h18m42s,48h14m0s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=150
151,04-QQ登录的准备工作,529,8m49s,34h27m31s,48h5m11s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=151
152,05-oauth的流程--获取code，获取token,2136,35m36s,35h3m7s,47h29m35s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=152
153,06-QQ登录的模型,462,7m42s,35h10m49s,47h21m53s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=153
154,07-生成QQ登录跳转的链接,1071,17m51s,35h28m40s,47h4m2s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=154
155,08-获取code之后的思路分析,720,12m0s,35h40m40s,46h52m2s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=155
156,"09-通过code获取token,再通过token获取openid",653,10m53s,35h51m33s,46h41m9s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=156
157,10-上午回顾,321,5m21s,35h56m54s,46h35m48s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=157
158,11-根据openid来查询判断用户是否绑定,816,13m36s,36h10m30s,46h22m12s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=158
159,12-QQ信息和美多账号绑定账号,1208,20m8s,36h30m38s,46h2m4s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=159
160,13-QQ账号和美多账号绑定的实现,1047,17m27s,36h48m5s,45h44m37s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=160
161,14-itsdangerous的基本使用,1536,25m36s,37h13m41s,45h19m1s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=161
162,15-itsdangerous对openid进行加密和解密处理,1191,19m51s,37h33m32s,44h59m10s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=162
163,16-个人中心的数据展示,612,10m12s,37h43m44s,44h48m58s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=163
164,17-request.user,474,7m54s,37h51m38s,44h41m4s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=164
165,18.4-总结,173,2m53s,37h54m31s,44h38m11s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=165
166,01.5-回顾,529,8m49s,38h3m20s,44h29m22s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=166
167,02-保存邮件的需求分析,927,15m27s,38h18m47s,44h13m55s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=167
168,03-保存邮件的功能,908,15m8s,38h33m55s,43h58m47s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=168
169,04-如何应对没有讲过，新知识,436,7m16s,38h41m11s,43h51m31s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=169
170,05-163邮件服务器的配置,600,10m0s,38h51m11s,43h41m31s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=170
171,06-发送邮件的实现步骤,1092,18m12s,39h9m23s,43h23m19s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=171
172,07-发送邮件的链接内容分析,759,12m39s,39h22m2s,43h10m40s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=172
173,08-生成激活的查询字符串数据,533,8m53s,39h30m55s,43h1m47s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=173
174,09-celery实现邮件的异步发送,1083,18m3s,39h48m58s,42h43m44s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=174
175,10-点击激活邮件的需求分析,756,12m36s,40h1m34s,42h31m8s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=175
176,11-实现邮件激活的功能,630,10m30s,40h12m4s,42h20m38s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=176
177,13-areas子应用,1008,16m48s,40h28m52s,42h3m50s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=177
178,14-导入sql数据,403,6m43s,40h35m35s,41h57m7s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=178
179,15-查询省市区数据（sql语句和ORM实现）,803,13m23s,40h48m58s,41h43m44s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=179
180,16-省份数据的获取,917,15m17s,41h4m15s,41h28m27s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=180
181,17-市区县数据的获取,715,11m55s,41h16m10s,41h16m32s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=181
182,18-缓存的分析,1256,20m56s,41h37m6s,40h55m36s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=182
183,19-缓存的功能实现,1047,17m27s,41h54m33s,40h38m9s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=183
184,20-增删改查的思路总结,896,14m56s,42h9m29s,40h23m13s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=184
185,21-地址模型的分析,887,14m47s,42h24m16s,40h8m26s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=185
186,22.5-总结,120,2m0s,42h26m16s,40h6m26s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=186
187,01.6-回顾,474,7m54s,42h34m10s,39h58m32s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=187
188,02-新增地址的实现,1521,25m21s,42h59m31s,39h33m11s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=188
189,03-地址的查询,546,9m6s,43h8m37s,39h24m5s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=189
190,04-上午回顾,316,5m16s,43h13m53s,39h18m49s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=190
191,05-spu和sku的概念,1644,27m24s,43h41m17s,38h51m25s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=191
